id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
26555,VIDP,large_airport,Indira Gandhi International Airport,28.5665,77.103104,777,AS,IN,IN-DL,New Delhi,1,VIDP,DEL,,http://www.newdelhiairport.in/,http://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport,Palam Air Force Station,51475,2017-12-15T03:08:58+00:00
26434,VABB,large_airport,Chhatrapati Shivaji International Airport,19.0886993408,72.8678970337,39,AS,IN,IN-MM,Mumbai,1,VABB,BOM,,http://www.csia.in/,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,"Bombay, Sahar International Airport",1014475,2013-04-12T01:27:48+00:00
35145,VOBL,large_airport,Kempegowda International Airport,13.1979,77.706299,3000,AS,IN,IN-KA,Bengaluru,1,VOBL,BLR,,http://www.bengaluruairport.com/home/home.jspx,https://en.wikipedia.org/wiki/Kempegowda_International_Airport,,51200,2016-02-01T17:54:36+00:00
26618,VOMM,large_airport,Chennai International Airport,12.9900054931641,80.1692962646484,52,AS,IN,IN-TN,Chennai,1,VOMM,MAA,,,http://en.wikipedia.org/wiki/Chennai_International_Airport,,51150,2008-12-07T02:26:07+00:00
26444,VAGO,large_airport,Dabolim Airport,15.3808002472,73.8313980103,150,AS,IN,IN-GA,Vasco da Gama,1,VOGO,GOI,,,http://en.wikipedia.org/wiki/Dabolim_Airport,"Goa Airport, Dabolim Navy Airbase, दाबोळी विमानतळ",875,2013-04-27T02:00:28+00:00
26609,VOCI,large_airport,Cochin International Airport,10.152,76.401901,30,AS,IN,IN-KL,Kochi,1,VOCI,COK,,http://www.cochin-airport.com/,http://en.wikipedia.org/wiki/Cochin_International_Airport,Cochin,1000,2017-08-14T21:46:46+00:00
26496,VECC,large_airport,Netaji Subhash Chandra Bose International Airport,22.6546993255615,88.4467010498047,16,AS,IN,IN-WB,Kolkata,1,VECC,CCU,,,http://en.wikipedia.org/wiki/Netaji_Subhash_Chandra_Bose_International_Airport,"Calcutta, Kolkatta, Dum Dum Air Force Station",1200,2008-06-13T14:30:04+00:00
35141,VOHS,large_airport,Rajiv Gandhi International Airport,17.2313175201,78.4298553467,2024,AS,IN,IN-TG,Hyderabad,1,VOHS,HYD,,http://www.shamshabadairport.com/,http://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,"Shamshabad, Hyderabad",1200,2016-01-12T23:34:46+00:00
26629,VOTV,large_airport,Trivandrum International Airport,8.48211956024,76.9200973511,15,AS,IN,IN-KL,Thiruvananthapuram,1,VOTV,TRV,,,http://en.wikipedia.org/wiki/Trivandrum_International_Airport,"Thiruvananthapuram International Airport, Trivandrum Air Force Station",1050,2015-06-07T09:22:17+00:00
26431,VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,23.0771999359,72.6346969604,189,AS,IN,IN-GJ,Ahmedabad,1,VAAH,AMD,,,http://en.wikipedia.org/wiki/Sardar_Vallabhbhai_Patel_International_Airport,Gandhinagar Air Force Station,1050,2010-08-30T13:18:43+00:00
26563,VIJP,medium_airport,Jaipur International Airport,26.8242,75.812202,1263,AS,IN,IN-RJ,Jaipur,1,VIJP,JAI,,https://www.jaipurairport.com/,https://en.wikipedia.org/wiki/Jaipur_International_Airport,,1050,2018-09-15T03:40:23+00:00
26603,VOBG,medium_airport,HAL Airport,12.9499998093,77.6681976318,2912,AS,IN,IN-KA,Bengaluru,1,VOBG,,,,http://en.wikipedia.org/wiki/HAL_Bengaluru_International_Airport,"Bengaluru, Hindustan Airport, HAL Airport, Hindustan Aeronautics",1050,2010-03-16T04:45:50+00:00
26455,VAPO,medium_airport,Pune Airport,18.5820999145508,73.9197006225586,1942,AS,IN,IN-MM,Pune,1,VAPO,PNQ,,,http://en.wikipedia.org/wiki/Pune_Airport,"Lohegaon Airport, Lohegaon Air Force Station",800,2008-06-13T14:30:04+00:00
26540,VIAR,large_airport,Sri Guru Ram Dass Jee International Airport,31.7096004486,74.7973022461,756,AS,IN,IN-PB,Amritsar,1,VIAR,ATQ,,http://www.aai.aero/allAirports/amritsar_generalinfo.jsp,http://en.wikipedia.org/wiki/Sri_Guru_Ram_Dass_Jee_International_Airport,Amritsar Air Force Station,1050,2015-01-21T15:57:04+00:00
26438,VABO,medium_airport,Vadodara Airport,22.336201,73.226303,129,AS,IN,IN-GJ,Vadodara,1,VABO,BDQ,,http://aai.aero/allAirports/vadodara_generalinfo.jsp,http://en.wikipedia.org/wiki/Vadodara_Airport,Civil Airport Harni,1000,2018-07-14T01:52:53+00:00
26617,VOML,medium_airport,Mangalore International Airport,12.9612998962,74.8900985718,337,AS,IN,IN-KA,Mangalore,1,VOML,IXE,,,http://en.wikipedia.org/wiki/Mangalore_International_Airport,Bajpe Airport,1025,2010-09-02T22:02:00+00:00
26615,VOHY,medium_airport,Begumpet Airport,17.4531002045,78.4675979614,1742,AS,IN,IN-TG,Hyderabad,0,VOHY,BPM,,,http://en.wikipedia.org/wiki/Begumpet_Airport,"Begumpet Air Force Station, HYD, Hyderabad Airport",475,2016-01-12T23:32:13+00:00
26545,VIBN,medium_airport,Lal Bahadur Shastri Airport,25.4524002075,82.8592987061,266,AS,IN,IN-UP,Varanasi,1,VIBN,VNS,,,http://en.wikipedia.org/wiki/Varanasi_Airport,"Babatpur Airport, Varanasi Airport",1050,2010-09-01T18:43:16+00:00
26610,VOCL,large_airport,Calicut International Airport,11.1367998123,75.9552993774,342,AS,IN,IN-KL,Calicut,1,VOCL,CCJ,,,http://en.wikipedia.org/wiki/Calicut_International_Airport,,950,2011-09-02T04:53:33+00:00
26494,VEBS,medium_airport,Biju Patnaik Airport,20.2444000244,85.8178024292,138,AS,IN,IN-OR,Bhubaneswar,1,VEBS,BBI,,http://aai.aero/allAirports/bhubaneshwar_generalinfo.jsp,http://en.wikipedia.org/wiki/Biju_Patnaik_Airport,,925,2010-09-07T17:37:14+00:00
26607,VOCB,medium_airport,Coimbatore International Airport,11.029999733,77.0434036255,1324,AS,IN,IN-TN,Coimbatore,1,VOCB,CJB,,http://www.airportsindia.org.in/allAirports/coimbatore_generalinfo.jsp,http://en.wikipedia.org/wiki/Coimbatore_Airport,,925,2010-09-07T19:06:09+00:00
26501,VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,26.1061000823975,91.5858993530273,162,AS,IN,IN-AS,Guwahati,1,VEGT,GAU,,http://aai.aero/guwahati/index.jsp,http://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport,"Borjhar Airport, Mountain Shadow Air Force Station",925,2008-06-13T14:30:04+00:00
26517,VEPT,medium_airport,Lok Nayak Jayaprakash Airport,25.591299057,85.0879974365,170,AS,IN,IN-BR,Patna,1,VEPT,PAT,,http://airportsindia.org.in/allAirports/patna_techinfo.jsp,http://en.wikipedia.org/wiki/Lok_Nayak_Jayaprakash_Airport,,1050,2010-09-08T18:02:08+00:00
26446,VAID,medium_airport,Devi Ahilyabai Holkar Airport,22.7217998505,75.8011016846,1850,AS,IN,IN-MP,Indore,1,VAID,IDR,,http://aai.aero/allAirports/indore_technicalinfo.jsp,http://en.wikipedia.org/wiki/Devi_Ahilyabai_Holkar_International_Airport,,975,2010-09-07T20:17:15+00:00
26562,VIJO,medium_airport,Jodhpur Airport,26.2511005401611,73.0488967895508,717,AS,IN,IN-RJ,Jodhpur,1,VIJO,JDH,,,http://en.wikipedia.org/wiki/Jodhpur_Airport,Jodhpur Air Force Station,875,2008-06-13T14:30:04+00:00
26616,VOMD,medium_airport,Madurai Airport,9.83450984955,78.0933990479,459,AS,IN,IN-TN,Madurai,1,VOMD,IXM,,http://www.airportsindia.org.in/allAirports/madurai_airpo_gi.jsp,http://en.wikipedia.org/wiki/Madurai_Airport,Madurai Air Force Station,800,2010-09-09T20:23:44+00:00
26491,VEBD,medium_airport,Bagdogra Airport,26.6812000274658,88.3285980224609,412,AS,IN,IN-WB,Siliguri,1,VEBD,IXB,,http://aai.aero/allAirports/bagdogra_generalinfo.jsp,http://en.wikipedia.org/wiki/Bagdogra_Airport,Bagdogra Air Force Station,800,2008-06-13T14:30:04+00:00
26523,VEVZ,small_airport,Vishakhapatnam Airport,17.721200943,83.2245025635,15,AS,IN,IN-AP,Visakhapatnam,1,VOVZ,VTZ,,http://www.airportsindia.org.in/allAirports/vishakapatnam.jsp,http://en.wikipedia.org/wiki/Visakhapatnam_Airport,"VEVZ, Visakhapatnam",450,2013-04-27T10:23:44+00:00
26570,VILK,medium_airport,Chaudhary Charan Singh International Airport,26.7605991364,80.8892974854,410,AS,IN,IN-UP,Lucknow,1,VILK,LKO,,http://aai.aero/allAirports/lucknow_generalinfo.jsp,http://en.wikipedia.org/wiki/Amausi_Airport,Amausi International Airport,1050,2010-09-08T18:00:49+00:00
26550,VICG,medium_airport,Chandigarh Airport,30.6735000610352,76.7884979248047,1012,AS,IN,IN-CH,Chandigarh,1,VICG,IXC,,,http://en.wikipedia.org/wiki/Chandigarh_Airport,Chandigarh Air Force Station,800,2009-01-30T17:13:02+00:00
26461,VASU,medium_airport,Surat Airport,21.1140995026,72.7417984009,16,AS,IN,IN-GJ,,1,VASU,STV,,,,,250,2012-05-19T04:56:22+00:00
30171,VAJJ,small_airport,Juhu Aerodrome,19.0981006622314,72.8341979980469,13,AS,IN,IN-MM,Mumbai,0,VAJJ,,,http://www.airportsindia.org.in/allAirports/juhu.jsp,http://en.wikipedia.org/wiki/Juhu_Aerodrome,Bombay,50,2008-06-15T10:01:25+00:00
26620,VOPB,medium_airport,Vir Savarkar International Airport,11.6412000656128,92.7296981811523,14,AS,IN,IN-AN,Port Blair,1,VOPB,IXZ,,,http://en.wikipedia.org/wiki/Vir_Savarkar_Airport,"Port Blair Airport, Port Blair Air Force Station",800,2008-06-13T14:30:04+00:00
26459,VARP,small_airport,Raipur Airport,21.180401,81.7388,1041,AS,IN,IN-CT,Raipur,1,VERP,RPR,,http://aai.aero/allAirports/raipur_generalinfo.jsp,http://en.wikipedia.org/wiki/Raipur_Airport,Mana Airport,800,2018-05-18T02:47:52+00:00
26578,VISR,medium_airport,Sheikh ul Alam Airport,33.9870986938477,74.7742004394531,5429,AS,IN,IN-JK,Srinagar,1,VISR,SXR,,,http://en.wikipedia.org/wiki/Srinagar_Airport,Srinagar Air Force Station,800,2009-03-24T12:12:26+00:00
26453,VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,21.0921993255615,79.0472030639648,1033,AS,IN,IN-MM,Naqpur,1,VANP,NAG,,http://aai.aero/allAirports/nagpur1_generalinfo.jsp,http://en.wikipedia.org/wiki/Dr._Babasaheb_Ambedkar_International_Airport,"Sonegaon Airport, Sonegaon Air Force Station",1050,2008-06-13T14:30:04+00:00
26462,VAUD,medium_airport,Maharana Pratap Airport,24.6177005768,73.8961029053,1684,AS,IN,IN-RJ,Udaipur,1,VAUD,UDR,,http://www.airportsindia.org.in/allAirports/udaipur_airpo_gi.jsp,http://en.wikipedia.org/wiki/Udaipur_Airport,Dabok Airport,1025,2010-09-08T18:14:20+00:00
26433,VAAU,medium_airport,Aurangabad Airport,19.862699508667,75.3981018066406,1911,AS,IN,IN-MM,Aurangabad,1,VAAU,IXU,,http://aai.aero/allAirports/aurangabad_generalinfo.jsp,http://en.wikipedia.org/wiki/Aurangabad_Airport,Chikkalthana Airport,925,2008-06-13T14:30:04+00:00
26519,VERC,medium_airport,Birsa Munda Airport,23.3143005371,85.3217010498,2148,AS,IN,IN-JH,Ranchi,1,VERC,IXR,,http://airportsindia.org.in/allAirports/ranchi.jsp,http://en.wikipedia.org/wiki/Birsa_Munda_Airport,,925,2014-05-30T22:38:27+00:00
26436,VABJ,medium_airport,Bhuj Airport,23.2877998352,69.6701965332,268,AS,IN,IN-GJ,Bhuj,1,VABJ,BHJ,,http://aai.aero/allAirports/bhuj_generalinfo.jsp,http://en.wikipedia.org/wiki/Bhuj_Airport,"Bhuj Rudra Mata Air Force Station, Shyamji Krishna Verma, Bhuj Airport",825,2010-09-07T19:02:16+00:00
26606,VOBZ,medium_airport,Vijayawada Airport,16.5303993225098,80.7967987060547,82,AS,IN,IN-AP,,1,VOBZ,VGA,,,http://en.wikipedia.org/wiki/Vijayawada_Airport,,800,2008-06-13T14:30:04+00:00
26489,VEAT,medium_airport,Agartala Airport,23.8869991302,91.2404022217,46,AS,IN,IN-TR,Agartala,1,VEAT,IXA,,,http://en.wikipedia.org/wiki/Agartala_Airport,"Singerbhil Airport, Agartala Air Force Station",800,2010-09-07T10:39:56+00:00
26507,VEJT,medium_airport,Jorhat Airport,26.7315006256,94.1754989624,311,AS,IN,IN-AS,Jorhat,1,VEJT,JRH,,http://aai.aero/allAirports/jorhat_airpo_gi.jsp,http://en.wikipedia.org/wiki/Jorhat_Airport,"Rowriah Airport, Jorhat Air Force Station",800,2010-09-09T20:20:17+00:00
26622,VOPN,medium_airport,Sri Sathya Sai Airport,14.1492996216,77.7910995483,1558,AS,IN,IN-AP,Puttaparthi,0,VOPN,PUT,,,http://en.wikipedia.org/wiki/Sri_Sathya_Sai_Airport,,250,2016-01-10T22:35:34+00:00
3319,VE89,small_airport,Darbhanga Airport,26.1928005218506,85.9169006347656,156,AS,IN,IN-BR,,0,VE89,,VE89,,,,50,2008-06-13T14:30:04+00:00
3299,VA2C,small_airport,Gondia Airport,21.5261993408,80.290397644,990,AS,IN,IN-MM,,0,VAGD,,VA2C,,,,50,2013-09-16T09:04:43+00:00
26458,VARK,medium_airport,Rajkot Airport,22.3092002869,70.7795028687,441,AS,IN,IN-GJ,Rajkot,1,VARK,RAJ,,http://www.airportsindia.org.in/allAirports/rajkot.jsp,http://en.wikipedia.org/wiki/Rajkot_Airport,,1025,2010-09-08T18:10:15+00:00
26439,VABP,medium_airport,Raja Bhoj International Airport,23.2875003815,77.3374023438,1711,AS,IN,IN-MP,Bhopal,1,VABP,BHO,,http://aai.aero/allAirports/bhopal_generalinfo.jsp,http://en.wikipedia.org/wiki/Bhopal_Airport,,925,2013-04-12T01:50:07+00:00
26504,VEIM,medium_airport,Imphal Airport,24.7600002289,93.896697998,2540,AS,IN,IN-MN,Imphal,1,VEIM,IMF,,http://www.aai.aero/allAirports/imphal_gen.jsp,http://en.wikipedia.org/wiki/Imphal_Airport,,925,2010-09-09T20:18:47+00:00
26448,VAJM,medium_airport,Jamnagar Airport,22.4654998779297,70.0126037597656,69,AS,IN,IN-GJ,Jamnagar,1,VAJM,JGA,,,http://en.wikipedia.org/wiki/Jamnagar_Airport,Jamnagar Air Force Station,825,2008-06-13T14:30:04+00:00
26569,VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.1358985901,77.5465011597,10682,AS,IN,IN-JK,Leh,1,VILH,IXL,,http://airportsindia.org.in/allAirports/leh_generalinfo.jsp,http://en.wikipedia.org/wiki/Leh_Kushok_Bakula_Rimpochee_Airport,Leh Air Force Station,800,2010-09-09T20:22:45+00:00
26623,VORY,medium_airport,Rajahmundry Airport,17.1103992462,81.8181991577,151,AS,IN,IN-AP,Rajahmundry,1,VORY,RJA,,http://aai.aero/allAirports/rajahmundry_generalinfo.jsp,http://en.wikipedia.org/wiki/Rajahmundry_Airport,,800,2010-09-09T20:24:35+00:00
26627,VOTP,small_airport,Tirupati Airport,13.6324996948,79.543296814,350,AS,IN,IN-AP,Tirupati,1,VOTP,TIR,,http://aai.aero/allAirports/tirupati_generalinfo.jsp,http://en.wikipedia.org/wiki/Tirupati_Airport,,450,2010-09-09T20:26:05+00:00
26512,VEMN,medium_airport,Dibrugarh Airport,27.4839000702,95.0168991089,362,AS,IN,IN-AS,Dibrugarh,1,VEMN,DIB,,,http://en.wikipedia.org/wiki/Dibrugarh_Airport,Mohanbari Air Force Station,325,2010-03-15T10:13:14+00:00
26450,VAKJ,medium_airport,Khajuraho Airport,24.817199707,79.9186019897,728,AS,IN,IN-MP,Khajuraho,1,VAKJ,HJR,,http://www.aai.aero/allAirports/khajuraho_generalinfo.jsp,http://en.wikipedia.org/wiki/Khajuraho_Airport,,325,2010-09-09T20:21:21+00:00
26546,VIBR,medium_airport,Kullu Manali Airport,31.8766994476318,77.1544036865234,3573,AS,IN,IN-HP,,0,VIBR,KUU,,,,,250,2008-06-13T14:30:04+00:00
26539,VIAM,medium_airport,Ambala Air Force Station,30.3680992126465,76.8167037963867,909,AS,IN,IN-HR,,0,VIAM,,VI18,,http://en.wikipedia.org/wiki/Halwara_Air_Force_Base,,250,2008-06-13T14:30:04+00:00
26538,VIAL,medium_airport,Allahabad Airport,25.4400997161865,81.7339019775391,322,AS,IN,IN-UP,Allahabad,0,VIAL,IXD,,http://aai.aero/allAirports/allahabad.jsp,http://en.wikipedia.org/wiki/Allahabad_Airport,"Allahabad Bamrauli Airport, Bamrauli Air Force Station",250,2008-06-13T14:30:04+00:00
3340,VO52,small_airport,Harihar Airport,14.5350999832,75.787399292,1750,AS,IN,IN-KA,,0,VO52,,VO52,,,,50,2009-10-01T03:28:38+00:00
26499,VEDX,small_airport,Kalaikunda Air Force Station,22.3395004272461,87.2145004272461,200,AS,IN,IN-WB,,0,VEDX,,,,,VE60,50,2008-06-13T14:30:04+00:00
3301,VAOZ,medium_airport,Nashik Airport,20.119101,73.912903,1900,AS,IN,IN-MM,Nasik,1,VAOZ,ISK,,,https://en.wikipedia.org/wiki/Nashik_Airport,VA35,50,2018-04-30T11:20:14+00:00
46518,IN-0024,small_airport,Baramati Airport,18.226944,74.590833,1978,AS,IN,IN-MM,Pune,0,,,BMT,,,,0,2017-11-30T21:04:56+00:00
26628,VOTR,medium_airport,Tiruchirapally Civil Airport Airport,10.7653999328613,78.7097015380859,288,AS,IN,IN-TN,Tiruchirappally,1,VOTR,TRZ,,,http://en.wikipedia.org/wiki/Tiruchirapalli_Airport,Tiruchirappalli,1000,2008-06-13T14:30:04+00:00
26565,VIJU,medium_airport,Jammu Airport,32.6890983582,74.8374023438,1029,AS,IN,IN-JK,Jammu,1,VIJU,IXJ,,,http://en.wikipedia.org/wiki/Jammu_Airport,Satwari Airport,975,2012-03-16T04:36:59+00:00
26437,VABM,medium_airport,Belgaum Airport,15.8592996597,74.6183013916,2487,AS,IN,IN-KA,Belgaum,1,VOBM,IXG,,,http://en.wikipedia.org/wiki/Belgaum_Airport,VABM,825,2013-04-27T10:09:06+00:00
26440,VABV,medium_airport,Bhavnagar Airport,21.752199173,72.1852035522,44,AS,IN,IN-GJ,Bhavnagar,1,VABV,BHU,,http://aai.aero/allAirports/bhavnagar.jsp,http://en.wikipedia.org/wiki/Bhavnagar_Airport,,825,2010-09-07T17:34:47+00:00
26521,VETZ,medium_airport,Tezpur Airport,26.7091007232666,92.7846984863281,240,AS,IN,IN-AS,,1,VETZ,TEZ,,,http://en.wikipedia.org/wiki/Tezpur_Airport,"Salonibari Airport, Tezpur Air Force Station",800,2008-06-13T14:30:04+00:00
26502,VEGY,medium_airport,Gaya Airport,24.7443008422852,84.9512023925781,380,AS,IN,IN-BR,,1,VEGY,GAY,,,http://en.wikipedia.org/wiki/Gaya_Airport,,800,2008-06-13T14:30:04+00:00
26447,VAJB,medium_airport,Jabalpur Airport,23.1777992248535,80.052001953125,1624,AS,IN,IN-MP,,1,VAJB,JLR,,,http://en.wikipedia.org/wiki/Jabalpur_Airport,,800,2008-06-13T14:30:04+00:00
26554,VIDN,medium_airport,Dehradun Airport,30.189699,78.180298,1831,AS,IN,IN-UL,Dehradun,1,VIDN,DED,,http://aai.aero/allAirports/dehradun_generalinfo.jsp,http://en.wikipedia.org/wiki/Jolly_Grant_Airport,Jolly Grant Airport,800,2018-04-30T10:28:53+00:00
26454,VANR,closed,Gandhinagar Airport,19.9636993408,73.8076019287,1959,AS,IN,IN-MM,Nashik,1,VANR,,,,http://en.wikipedia.org/wiki/Gandhinagar_Airport,"ISK, Nasik Road Airport",800,2015-10-13T01:25:15+00:00
26456,VAPR,medium_airport,Porbandar Airport,21.6487007141,69.6572036743,23,AS,IN,IN-GJ,Porbandar,1,VAPR,PBD,,http://www.airportsindia.org.in/allAirports/porbander.jsp,http://en.wikipedia.org/wiki/Porbandar_Airport,,800,2010-09-08T18:07:33+00:00
26509,VEKU,medium_airport,Silchar Airport,24.9129009247,92.9786987305,352,AS,IN,IN-AS,Silchar,1,VEKU,IXS,,http://aai.aero/allAirports/silchar_general.jsp,http://en.wikipedia.org/wiki/Silchar_Airport,Kumbhigram Air Force Station,800,2010-09-11T09:35:03+00:00
3296,VA1P,small_airport,Diu Airport,20.7131004333496,70.9210968017578,31,AS,IN,IN-GJ,Diu,1,VA1P,DIU,VA1P,http://aai.aero/allAirports/diu_airpo_gi.jsp,http://en.wikipedia.org/wiki/Diu_Airport,,450,2008-06-13T14:30:04+00:00
26445,VAHB,medium_airport,Hubli Airport,15.361700058,75.0848999023,2171,AS,IN,IN-KA,Hubli,1,VOHB,HBX,,http://www.airportsindia.org.in/allAirports/hubli_generalinfo.jsp,http://en.wikipedia.org/wiki/Hubli_Airport,VAHB,450,2013-04-27T10:17:55+00:00
26452,VAKS,medium_airport,Keshod Airport,21.3171005249023,70.2704010009766,167,AS,IN,IN-GJ,,0,VAKS,IXK,,,,,250,2008-06-13T14:30:04+00:00
26557,VIGG,medium_airport,Kangra Airport,32.1651000976563,76.2633972167969,2525,AS,IN,IN-HP,,0,VIGG,DHM,,,,,250,2008-06-13T14:30:04+00:00
26576,VISM,small_airport,Shimla Airport,31.0818,77.068001,5072,AS,IN,IN-HP,,0,VISM,SLV,,,https://en.wikipedia.org/wiki/Shimla_Airport,,250,2016-05-31T09:39:17+00:00
26605,VOBR,medium_airport,Bidar Air Force Station,17.9081001281738,77.4870986938477,2178,AS,IN,IN-KA,,0,VOBR,,,,,,250,2008-06-13T14:30:04+00:00
26602,VOAT,medium_airport,Agatti Airport,10.8236999511719,72.1760025024414,14,AS,IN,IN-LD,,0,VOAT,AGX,,,http://en.wikipedia.org/wiki/Agatti_Aerodrome,,250,2008-06-13T14:30:04+00:00
26520,VERK,medium_airport,Rourkela Airport,22.256701,84.814598,659,AS,IN,IN-OR,,0,VERK,RRK,,,https://en.wikipedia.org/wiki/Rourkela_Airport,,250,2018-04-30T11:09:09+00:00
26547,VIBT,medium_airport,Bhatinda Air Force Station,30.2700996398926,74.7557983398437,662,AS,IN,IN-PB,,0,VIBT,BUP,,,,,250,2008-06-13T14:30:04+00:00
26537,VIAG,medium_airport,Agra Airport,27.1557998657227,77.9608993530273,551,AS,IN,IN-UP,,0,VIAG,AGR,,,http://en.wikipedia.org/wiki/Agra_Airport,"Kheria Airport, Agra Air Force Station",250,2008-06-13T14:30:04+00:00
26604,VOBI,medium_airport,Bellary Airport,15.1627998352051,76.8827972412109,30,AS,IN,IN-KA,Bellary,0,VOBI,BEP,,,http://en.wikipedia.org/wiki/Bellary_Airport,"Jindal Vijayanagar, Vijaynagar",250,2008-06-13T14:30:04+00:00
26613,VODG,medium_airport,Dundigul Air Force Academy,17.627199173,78.4033966064,2013,AS,IN,IN-TG,Hyderabad,0,VODG,,,,http://en.wikipedia.org/wiki/Dundigul_Air_Force_Academy,,250,2016-01-12T23:29:15+00:00
26506,VEJS,medium_airport,Sonari Airport,22.8132,86.1688,475,AS,IN,IN-JH,Jamshedpur,0,VEJS,IXW,,,https://en.wikipedia.org/wiki/Sonari_Airport,,250,2018-04-30T11:57:37+00:00
26567,VIKO,medium_airport,Kota Airport,25.160200119,75.8455963135,896,AS,IN,IN-RJ,Kota,0,VIKO,KTU,,,http://en.wikipedia.org/wiki/Kota_Airport,,250,2015-02-11T00:03:59+00:00
26571,VIPK,medium_airport,Pathankot Airport,32.233611,75.634444,1017,AS,IN,IN-PB,Pathankot,1,VIPK,IXP,,,https://en.wikipedia.org/wiki/Pathankot_Airport,,250,2018-04-30T11:07:48+00:00
26621,VOPC,medium_airport,Pondicherry Airport,11.968,79.812,134,AS,IN,IN-TN,Pondicherry,0,VOPC,PNY,,,https://en.wikipedia.org/wiki/Pondicherry_Airport,,250,2018-04-30T10:09:06+00:00
26608,VOCC,small_airport,Willingdon Island Air Base,9.94738960266113,76.2731018066406,8,AS,IN,IN-KL,Kochi,0,VOCC,,,,http://en.wikipedia.org/wiki/Willingdon_Island,"RAF Willingdon Island, Gochin, COK",125,2008-06-13T14:30:04+00:00
26619,VONS,small_airport,Nagarjuna Sagar Airport,16.5426998138428,79.3187026977539,658,AS,IN,IN-AP,,0,VONS,,,,,,50,2008-06-13T14:30:04+00:00
26493,VEBK,small_airport,Bokaro Airport,23.6434993743896,86.1489028930664,715,AS,IN,IN-BR,,0,VEBK,,,,,,50,2008-06-13T14:30:04+00:00
3286,VA1E,small_airport,Bhilai Airport,21.2942008972168,81.3795013427734,1014,AS,IN,IN-CT,,0,VA1E,,VA1E,,,,50,2009-01-30T17:05:03+00:00
3291,VA1K,small_airport,Raedhanpur Airport,23.2222995758057,68.8912963867188,135,AS,IN,IN-GJ,,0,VA1K,,VA1K,,,Naliya Air Force Station,50,2008-06-13T14:30:04+00:00
26548,VIBW,small_airport,Bhiwani Airport,28.8369998931885,76.1791000366211,720,AS,IN,IN-HR,,0,VIBW,,,,,,50,2008-06-13T14:30:04+00:00
3310,VE36,small_airport,Nuagaon Airport,20.5116996765137,83.4480972290039,656,AS,IN,IN-OR,,0,VE36,,VE36,,,,50,2008-06-13T14:30:04+00:00
26572,VIPL,small_airport,Patiala Airport,30.3148002624512,76.364501953125,820,AS,IN,IN-PB,,0,VIPL,,,,,,50,2008-06-13T14:30:04+00:00
26580,VIUT,small_airport,Uttarlai Airport,25.8129997253418,71.4822998046875,500,AS,IN,IN-RJ,,0,VIUT,,,,,Uttarlai Air Force Station,50,2008-06-13T14:30:04+00:00
26614,VOHK,small_airport,Hakimpet Airport,17.5534992218,78.5249023438,2020,AS,IN,IN-TG,,0,VOHK,,,,,"Hakimpeth Air Force Station, Hakimpet Air Force Station, VO28",50,2016-01-12T23:30:43+00:00
26574,VIRB,small_airport,Fursatganj Airport,26.2485008239746,81.380500793457,360,AS,IN,IN-UP,,0,VIRB,,,,,,50,2008-06-13T14:30:04+00:00
26551,VICX,medium_airport,Kanpur Airport,26.404301,80.410103,410,AS,IN,IN-UP,Kanpur,0,VICX,KNU,,,https://en.wikipedia.org/wiki/Kanpur_Airport,Chakeri Air Force Station,50,2018-04-30T10:45:49+00:00
3288,VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000,AS,IN,IN-MP,Rewa,1,VA1G,REW,VA1G,,,,50,2017-04-08T07:16:33+00:00
26625,VOSX,small_airport,Coimbatore Air Force Station,11.0136003494263,77.1596984863281,1250,AS,IN,IN-TN,Sulur,0,VOSX,,,,,,50,2008-06-13T14:30:04+00:00
26631,VOYK,small_airport,Yelahanka Air Force Station,13.1354999542236,77.6060028076172,3045,AS,IN,IN-KA,Yelahanka,0,VOYK,,,,http://en.wikipedia.org/wiki/Yelahanka_Air_Force_Station,,50,2009-03-25T09:32:06+00:00
312234,IN-0090,small_airport,Deoghar Airstrip,24.44666667,86.70694444,361,AS,IN,IN-JH,,0,,,,,,,0,2014-06-19T08:10:29+00:00
299921,IN-0068,closed,kanha,22.0926386041,80.5955314636,,AS,IN,IN-MP,,0,,,,,,,0,2011-11-15T09:54:20+00:00
301051,IN-0074,small_airport,Barbil Aerodrome (JSPL),22.0486138889,85.3741944444,,AS,IN,IN-OR,,0,,,,,,,0,2012-03-25T05:08:06+00:00
309893,VEKJ,small_airport,KEONJHAR AIRPORT,21.6966666667,85.5816666667,,AS,IN,IN-OR,,1,VEKJ,,,,,,0,2014-03-19T22:31:25+00:00
